"table_schema","table_name","column_name","data_type"
"afecciones","agua_iasup_macroinvertebrados_2024","huso","integer"
"afecciones","agua_iasup_macroinvertebrados_2024","demarcacion","character varying"
"afecciones","agua_iasup_macroinvertebrados_2024","valoracion","character varying"
"afecciones","agua_iasup_macroinvertebrados_2024","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_macroinvertebrados_2024","geom","USER-DEFINED"
"afecciones","agua_iasup_nitratos_2020","gid","integer"
"afecciones","agua_iasup_nitratos_2020","id","character varying"
"afecciones","agua_iasup_nitratos_2020","objectid","integer"
"afecciones","agua_iasup_nitratos_2020","cod_estacion","character varying"
"afecciones","agua_iasup_nitratos_2020","promediode","double precision"
"afecciones","agua_iasup_nitratos_2020","valoracion","character varying"
"afecciones","agua_iasup_nitratos_2020","utmx","double precision"
"afecciones","agua_iasup_nitratos_2020","utmy","double precision"
"afecciones","agua_iasup_nitratos_2020","huso","integer"
"afecciones","agua_iasup_nitratos_2020","demarcacion","character varying"
"afecciones","agua_iasup_nitratos_2020","cod_parame","character varying"
"afecciones","agua_iasup_nitratos_2020","unidades","character varying"
"afecciones","agua_iasup_nitratos_2020","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_nitratos_2020","geom","USER-DEFINED"
"afecciones","agua_iasup_nitratos_2021","gid","integer"
"afecciones","agua_iasup_nitratos_2021","id","character varying"
"afecciones","agua_iasup_nitratos_2021","objectid","integer"
"afecciones","agua_iasup_nitratos_2021","cod_estacion","character varying"
"afecciones","agua_iasup_nitratos_2021","promediode","double precision"
"afecciones","agua_iasup_nitratos_2021","valoracion","character varying"
"afecciones","agua_iasup_nitratos_2021","utmx","double precision"
"afecciones","agua_iasup_nitratos_2021","utmy","double precision"
"afecciones","agua_iasup_nitratos_2021","huso","integer"
"afecciones","agua_iasup_nitratos_2021","demarcacion","character varying"
"afecciones","agua_iasup_nitratos_2021","cod_parame","character varying"
"afecciones","agua_iasup_nitratos_2021","unidades","character varying"
"afecciones","agua_iasup_nitratos_2021","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_nitratos_2021","geom","USER-DEFINED"
"afecciones","agua_iasup_nitratos_2022","gid","integer"
"afecciones","agua_iasup_nitratos_2022","id","character varying"
"afecciones","agua_iasup_nitratos_2022","objectid","integer"
"afecciones","agua_iasup_nitratos_2022","cod_estacion","character varying"
"afecciones","agua_iasup_nitratos_2022","promediode","double precision"
"afecciones","agua_iasup_nitratos_2022","valoracion","character varying"
"afecciones","agua_iasup_nitratos_2022","utmx","double precision"
"afecciones","agua_iasup_nitratos_2022","utmy","double precision"
"afecciones","agua_iasup_nitratos_2022","huso","integer"
"afecciones","agua_iasup_nitratos_2022","demarcacion","character varying"
"afecciones","agua_iasup_nitratos_2022","cod_parame","character varying"
"afecciones","agua_iasup_nitratos_2022","unidades","character varying"
"afecciones","agua_iasup_nitratos_2022","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_nitratos_2022","geom","USER-DEFINED"
"afecciones","agua_iasup_nitratos_2023","gid","integer"
"afecciones","agua_iasup_nitratos_2023","id","character varying"
"afecciones","agua_iasup_nitratos_2023","objectid","integer"
"afecciones","agua_iasup_nitratos_2023","cod_estacion","character varying"
"afecciones","agua_iasup_nitratos_2023","promediode","double precision"
"afecciones","agua_iasup_nitratos_2023","valoracion","character varying"
"afecciones","agua_iasup_nitratos_2023","utmx","integer"
"afecciones","agua_iasup_nitratos_2023","utmy","integer"
"afecciones","agua_iasup_nitratos_2023","huso","integer"
"afecciones","agua_iasup_nitratos_2023","demarcacion","character varying"
"afecciones","agua_iasup_nitratos_2023","cod_parame","character varying"
"afecciones","agua_iasup_nitratos_2023","unidades","character varying"
"afecciones","agua_iasup_nitratos_2023","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_nitratos_2023","geom","USER-DEFINED"
"afecciones","agua_iasup_nitratos_2024","gid","integer"
"afecciones","agua_iasup_nitratos_2024","id","character varying"
"afecciones","agua_iasup_nitratos_2024","objectid","integer"
"afecciones","agua_iasup_nitratos_2024","cod_estacion","character varying"
"afecciones","agua_iasup_nitratos_2024","promediode","double precision"
"afecciones","agua_iasup_nitratos_2024","valoracion","character varying"
"afecciones","agua_iasup_nitratos_2024","utmx","integer"
"afecciones","agua_iasup_nitratos_2024","utmy","integer"
"afecciones","agua_iasup_nitratos_2024","huso","integer"
"afecciones","agua_iasup_nitratos_2024","demarcacion","character varying"
"afecciones","agua_iasup_nitratos_2024","cod_parame","character varying"
"afecciones","agua_iasup_nitratos_2024","unidades","character varying"
"afecciones","agua_iasup_nitratos_2024","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_nitratos_2024","geom","USER-DEFINED"
"afecciones","agua_iasup_plaguicidas_2020","gid","integer"
"afecciones","agua_iasup_plaguicidas_2020","id","character varying"
"afecciones","agua_iasup_plaguicidas_2020","objectid","integer"
"afecciones","agua_iasup_plaguicidas_2020","cod_estacion","character varying"
"afecciones","agua_iasup_plaguicidas_2020","utmx","double precision"
"afecciones","agua_iasup_plaguicidas_2020","utmy","double precision"
"afecciones","agua_iasup_plaguicidas_2020","huso","integer"
"afecciones","agua_iasup_plaguicidas_2020","demarcacion","character varying"
"afecciones","agua_iasup_plaguicidas_2020","valoracion","character varying"
"afecciones","agua_iasup_plaguicidas_2020","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_plaguicidas_2020","geom","USER-DEFINED"
"afecciones","agua_iasup_plaguicidas_2021","gid","integer"
"afecciones","agua_iasup_plaguicidas_2021","id","character varying"
"afecciones","agua_iasup_plaguicidas_2021","objectid","integer"
"afecciones","agua_iasup_plaguicidas_2021","cod_estacion","character varying"
"afecciones","agua_iasup_plaguicidas_2021","utmx","double precision"
"afecciones","agua_iasup_plaguicidas_2021","utmy","double precision"
"afecciones","agua_iasup_plaguicidas_2021","huso","integer"
"afecciones","agua_iasup_plaguicidas_2021","demarcacion","character varying"
"afecciones","agua_iasup_plaguicidas_2021","valoracion","character varying"
"afecciones","agua_iasup_plaguicidas_2021","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_plaguicidas_2021","geom","USER-DEFINED"
"afecciones","agua_iasup_plaguicidas_2022","gid","integer"
"afecciones","agua_iasup_plaguicidas_2022","id","character varying"
"afecciones","agua_iasup_plaguicidas_2022","objectid","integer"
"afecciones","agua_iasup_plaguicidas_2022","cod_estacion","character varying"
"afecciones","agua_iasup_plaguicidas_2022","utmx","integer"
"afecciones","agua_iasup_plaguicidas_2022","utmy","integer"
"afecciones","agua_iasup_plaguicidas_2022","huso","integer"
"afecciones","agua_iasup_plaguicidas_2022","demarcacion","character varying"
"afecciones","agua_iasup_plaguicidas_2022","valoracion","character varying"
"afecciones","agua_iasup_plaguicidas_2022","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_plaguicidas_2022","geom","USER-DEFINED"
"afecciones","agua_iasup_plaguicidas_2023","gid","integer"
"afecciones","agua_iasup_plaguicidas_2023","id","character varying"
"afecciones","agua_iasup_plaguicidas_2023","objectid","integer"
"afecciones","agua_iasup_plaguicidas_2023","cod_estacion","character varying"
"afecciones","agua_iasup_plaguicidas_2023","utmx","double precision"
"afecciones","agua_iasup_plaguicidas_2023","utmy","double precision"
"afecciones","agua_iasup_plaguicidas_2023","huso","integer"
"afecciones","agua_iasup_plaguicidas_2023","demarcacion","character varying"
"afecciones","agua_iasup_plaguicidas_2023","valoracion","character varying"
"afecciones","agua_iasup_plaguicidas_2023","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_plaguicidas_2023","geom","USER-DEFINED"
"afecciones","agua_iasup_plaguicidas_2024","gid","integer"
"afecciones","agua_iasup_plaguicidas_2024","id","character varying"
"afecciones","agua_iasup_plaguicidas_2024","objectid","integer"
"afecciones","agua_iasup_plaguicidas_2024","cod_estacion","character varying"
"afecciones","agua_iasup_plaguicidas_2024","utmx","integer"
"afecciones","agua_iasup_plaguicidas_2024","utmy","integer"
"afecciones","agua_iasup_plaguicidas_2024","huso","integer"
"afecciones","agua_iasup_plaguicidas_2024","demarcacion","character varying"
"afecciones","agua_iasup_plaguicidas_2024","valoracion","character varying"
"afecciones","agua_iasup_plaguicidas_2024","gdb_geomattr_data","character varying"
"afecciones","agua_iasup_plaguicidas_2024","geom","USER-DEFINED"
"afecciones","agua_limites_cchh","gid","integer"
"afecciones","agua_limites_cchh","id","character varying"
"afecciones","agua_limites_cchh","objectid","integer"
"afecciones","agua_limites_cchh","cod_linea","integer"
"afecciones","agua_limites_cchh","gdb_geomattr_data","character varying"
"afecciones","agua_limites_cchh","geom","USER-DEFINED"
"afecciones","agua_manantiales","gid","integer"
"afecciones","agua_manantiales","id","character varying"
"afecciones","agua_manantiales","objectid","integer"
"afecciones","agua_manantiales","cod_dem_id","character varying"
"afecciones","agua_manantiales","nom_dem","character varying"
"afecciones","agua_manantiales","cod_man","integer"
"afecciones","agua_manantiales","cod_punto","character varying"
"afecciones","agua_manantiales","cod_eur_punto","character varying"
"afecciones","agua_manantiales","cod_igme","character varying"
"afecciones","agua_manantiales","nom_punto","character varying"
"afecciones","agua_manantiales","condicion","character varying"
"afecciones","agua_manantiales","utmx","integer"
"afecciones","agua_manantiales","utmy","integer"
"afecciones","agua_manantiales","huso","integer"
"afecciones","agua_manantiales","cota_z","double precision"
"afecciones","agua_manantiales","datum","character varying"
"afecciones","agua_manantiales","mas_control_2023","character varying"
"afecciones","agua_manantiales","mas_geo_2023","character varying"
"afecciones","agua_manantiales","nombre_mas_geo_2023","character varying"
"afecciones","agua_manantiales","nombre_mas_control_2023","character varying"
"afecciones","agua_manantiales","uuhh_geo","character varying"
"afecciones","agua_manantiales","nom_uh","character varying"
"afecciones","agua_manantiales","codigo_ine","character varying"
"afecciones","agua_manantiales","cod_prov","character varying"
"afecciones","agua_manantiales","nom_prov","character varying"
"afecciones","agua_manantiales","municod","character varying"
"afecciones","agua_manantiales","muninom","character varying"
"afecciones","agua_manantiales","observaciones","character varying"
"afecciones","agua_manantiales","num_medidas","integer"
"afecciones","agua_manantiales","caudal_min","double precision"
"afecciones","agua_manantiales","caudal_max","double precision"
"afecciones","agua_manantiales","caudal_med","double precision"
"afecciones","agua_manantiales","gdb_geomattr_data","character varying"
"afecciones","agua_manantiales","geom","USER-DEFINED"
"afecciones","agua_masas_aguasub_riesgo_2027","gid","integer"
"afecciones","agua_masas_aguasub_riesgo_2027","id","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","objectid","integer"
"afecciones","agua_masas_aguasub_riesgo_2027","version_id","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","cod_masa","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","fecha","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","cod_demarc","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","nom_masa","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","org_cuenca","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","link_org","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","tipo_riesgo","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","situacion","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","area_masa","double precision"
"afecciones","agua_masas_aguasub_riesgo_2027","unidad_area","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","declaracion","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","link_decl","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","nivel_decl","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","fecha_decl","timestamp with time zone"
"afecciones","agua_masas_aguasub_riesgo_2027","base_legal","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","nivel_legal","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","link_legal","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","lat_etrs89","double precision"
"afecciones","agua_masas_aguasub_riesgo_2027","lon_etrs89","double precision"
"afecciones","agua_masas_aguasub_riesgo_2027","gdb_geomattr_data","character varying"
"afecciones","agua_masas_aguasub_riesgo_2027","geom","USER-DEFINED"
"afecciones","agua_pertigas_erhin","gid","integer"
"afecciones","agua_pertigas_erhin","id","character varying"
"afecciones","agua_pertigas_erhin","objectid","integer"
"afecciones","agua_pertigas_erhin","cordillera","character varying"
"afecciones","agua_pertigas_erhin","cuenca","character varying"
"afecciones","agua_pertigas_erhin","subcuenca","character varying"
"afecciones","agua_pertigas_erhin","numero","character varying"
"afecciones","agua_pertigas_erhin","nombre","character varying"
"afecciones","agua_pertigas_erhin","cota","integer"
"afecciones","agua_pertigas_erhin","geom","USER-DEFINED"
"afecciones","agua_pluviometros_et","gid","integer"
"afecciones","agua_pluviometros_et","id","character varying"
"afecciones","agua_pluviometros_et","objectid","integer"
"afecciones","agua_pluviometros_et","idpunto","character varying"
"afecciones","agua_pluviometros_et","utm_x_30","double precision"
"afecciones","agua_pluviometros_et","utm_y_30","double precision"
"afecciones","agua_pluviometros_et","descripcion","character varying"
"afecciones","agua_pluviometros_et","idsaih","character varying"
"afecciones","agua_pluviometros_et","idtipo","character varying"
"afecciones","agua_pluviometros_et","baja","character varying"
"afecciones","agua_pluviometros_et","prot_civil","character varying"
"afecciones","agua_pluviometros_et","utm_x_et","double precision"
"afecciones","agua_pluviometros_et","utm_y_et","double precision"
"afecciones","agua_pluviometros_et","cod_demar","integer"
"afecciones","agua_pluviometros_et","tipo","character varying"
"afecciones","agua_pluviometros_et","geom","USER-DEFINED"
"afecciones","agua_puntos_vertido_q2019","gid","integer"
"afecciones","agua_puntos_vertido_q2019","id","character varying"
"afecciones","agua_puntos_vertido_q2019","objectid","integer"
"afecciones","agua_puntos_vertido_q2019","dcp_state","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_code","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_name","character varying"
"afecciones","agua_puntos_vertido_q2019","uww_code","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_nuts","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_wbtyp","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_irrig","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_typra","character varying"
"afecciones","agua_puntos_vertido_q2019","rca_code","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_wbid","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_gw","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_recwat","character varying"
"afecciones","agua_puntos_vertido_q2019","dcp_wfdrbd","character varying"
"afecciones","agua_puntos_vertido_q2019","gdb_geomattr_data","character varying"
"afecciones","agua_puntos_vertido_q2019","geom","USER-DEFINED"
"afecciones","agua_pvert_q2013","gid","integer"
"afecciones","agua_pvert_q2013","id","character varying"
"afecciones","agua_pvert_q2013","objectid","integer"
"afecciones","agua_pvert_q2013","dcp_state","character varying"
"afecciones","agua_pvert_q2013","uww_id","character varying"
"afecciones","agua_pvert_q2013","dcp_code","character varying"
"afecciones","agua_pvert_q2013","dcp_name","character varying"
"afecciones","agua_pvert_q2013","dcp_nuts","character varying"
"afecciones","agua_pvert_q2013","dcp_wbtyp","character varying"
"afecciones","agua_pvert_q2013","dcp_irrig","character varying"
"afecciones","agua_pvert_q2013","dcp_typra","character varying"
"afecciones","agua_pvert_q2013","rca_id","character varying"
"afecciones","agua_pvert_q2013","dcp_wbid","character varying"
"afecciones","agua_pvert_q2013","dcp_gw","character varying"
"afecciones","agua_pvert_q2013","dcp_recwat","character varying"
"afecciones","agua_pvert_q2013","dcp_wfdrbd","character varying"
"afecciones","agua_pvert_q2013","gdb_geomattr_data","character varying"
"afecciones","agua_pvert_q2013","geom","USER-DEFINED"
"afecciones","agua_pvert_q2015","gid","integer"
"afecciones","agua_pvert_q2015","id","character varying"
"afecciones","agua_pvert_q2015","objectid","integer"
"afecciones","agua_pvert_q2015","dcp_code","character varying"
"afecciones","agua_pvert_q2015","dcp_name","character varying"
"afecciones","agua_pvert_q2015","uww_code","character varying"
"afecciones","agua_pvert_q2015","dcp_nuts","character varying"
"afecciones","agua_pvert_q2015","dcp_wbtyp","character varying"
"afecciones","agua_pvert_q2015","dcp_irrig","character varying"
"afecciones","agua_pvert_q2015","dcp_typra","character varying"
"afecciones","agua_pvert_q2015","rca_code","character varying"
"afecciones","agua_pvert_q2015","dcp_wbid","character varying"
"afecciones","agua_pvert_q2015","dcp_gw","character varying"
"afecciones","agua_pvert_q2015","dcp_wfdrbd","character varying"
"afecciones","agua_pvert_q2015","gdb_geomattr_data","character varying"
"afecciones","agua_pvert_q2015","geom","USER-DEFINED"
"afecciones","agua_pvert_q2017","gid","integer"
"afecciones","agua_pvert_q2017","id","character varying"
"afecciones","agua_pvert_q2017","objectid","integer"
"afecciones","agua_pvert_q2017","uww_code","character varying"
"afecciones","agua_pvert_q2017","dcp_code","character varying"
"afecciones","agua_pvert_q2017","dcp_name","character varying"
"afecciones","agua_pvert_q2017","dcp_nuts","character varying"
"afecciones","agua_pvert_q2017","dcp_wbtyp","character varying"
"afecciones","agua_pvert_q2017","dcp_irrig","character varying"
"afecciones","agua_pvert_q2017","dcp_typra","character varying"
"afecciones","agua_pvert_q2017","rca_code","character varying"
"afecciones","agua_pvert_q2017","dcp_wbid","character varying"
"afecciones","agua_pvert_q2017","dcp_gw","character varying"
"afecciones","agua_pvert_q2017","dcp_recwat","character varying"
"afecciones","agua_pvert_q2017","dcp_wfdrbd","character varying"
"afecciones","agua_pvert_q2017","gdb_geomattr_data","character varying"
"afecciones","agua_pvert_q2017","geom","USER-DEFINED"
"afecciones","agua_pvert_q2021","gid","integer"
"afecciones","agua_pvert_q2021","id","character varying"
"afecciones","agua_pvert_q2021","objectid","integer"
"afecciones","agua_pvert_q2021","dcpstate","integer"
"afecciones","agua_pvert_q2021","dcpcode","character varying"
"afecciones","agua_pvert_q2021","dcpname","character varying"
"afecciones","agua_pvert_q2021","uwwcode","character varying"
"afecciones","agua_pvert_q2021","dcpnuts","character varying"
"afecciones","agua_pvert_q2021","dcpwbtyp","character varying"
"afecciones","agua_pvert_q2021","dcpirrig","character varying"
"afecciones","agua_pvert_q2021","dcptypra","character varying"
"afecciones","agua_pvert_q2021","rcacode","character varying"
"afecciones","agua_pvert_q2021","dcpwbid","character varying"
"afecciones","agua_pvert_q2021","dcpgw","character varying"
"afecciones","agua_pvert_q2021","dcprecwat","character varying"
"afecciones","agua_pvert_q2021","dcpwfdrbd","character varying"
"afecciones","agua_pvert_q2021","gdb_geomattr_data","character varying"
"afecciones","agua_pvert_q2021","geom","USER-DEFINED"
"afecciones","agua_pvert_q2023","gid","integer"
"afecciones","agua_pvert_q2023","id","character varying"
"afecciones","agua_pvert_q2023","objectid","integer"
"afecciones","agua_pvert_q2023","dcpcode","character varying"
"afecciones","agua_pvert_q2023","dcpname","character varying"
"afecciones","agua_pvert_q2023","uwwcode","character varying"
"afecciones","agua_pvert_q2023","dcpnuts","character varying"
"afecciones","agua_pvert_q2023","dcpwbtyp","character varying"
"afecciones","agua_pvert_q2023","dcpirrig","character varying"
"afecciones","agua_pvert_q2023","dcptypra","character varying"
"afecciones","agua_pvert_q2023","rcacode","character varying"
"afecciones","agua_pvert_q2023","dcpwbid","character varying"
"afecciones","agua_pvert_q2023","dcpgw","character varying"
"afecciones","agua_pvert_q2023","dcprecwat","character varying"
"afecciones","agua_pvert_q2023","dcpwfdrbd","character varying"
"afecciones","agua_pvert_q2023","gdb_geomattr_data","character varying"
"afecciones","agua_pvert_q2023","geom","USER-DEFINED"
"afecciones","agua_redcontrol_no3_aguasub_2015","gid","integer"
"afecciones","agua_redcontrol_no3_aguasub_2015","id","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","objectid","integer"
"afecciones","agua_redcontrol_no3_aguasub_2015","pais","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","cod_estacion","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","tipo_estacion","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","nom_estacion","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","cod_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","nom_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","profundidad","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2015","cod_estacion_07","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","bo_uso_potable","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","cod_estacion_dma","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","cod_estacion_wise","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","gdb_geomattr_data","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2015","geom","USER-DEFINED"
"afecciones","agua_redcontrol_no3_aguasub_2019","gid","integer"
"afecciones","agua_redcontrol_no3_aguasub_2019","id","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","objectid","integer"
"afecciones","agua_redcontrol_no3_aguasub_2019","country","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","stat_code","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","stat_type","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","removed","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","stat_name","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","cod_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","nom_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","nd_depth","integer"
"afecciones","agua_redcontrol_no3_aguasub_2019","nat_stat_nd","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","drinking","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","eu_cd","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","waterbase","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","max_value","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2019","trend_value","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2019","avg_value","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2019","avg_ann_2016","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2019","avg_ann_2017","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2019","avg_ann_2018","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2019","avg_ann_2019","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2019","gdb_geomattr_data","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2019","geom","USER-DEFINED"
"afecciones","agua_redcontrol_no3_aguasub_2023","gid","integer"
"afecciones","agua_redcontrol_no3_aguasub_2023","id","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","objectid","integer"
"afecciones","agua_redcontrol_no3_aguasub_2023","cod_pto","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","tipo_pto","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","nom_tipo_pto","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","nom_pto","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","cod_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","nom_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","prof_m","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","abastecim","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","lon_etrs89","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","lat_etrs89","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","en_zv","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","activo","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","causa_inact","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","exp_inact","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","pto_altern","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","max_no3","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","tend_16_23","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","med_20_23","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","media_2020","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","media_2021","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","media_2022","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","media_2023","double precision"
"afecciones","agua_redcontrol_no3_aguasub_2023","gdb_geomattr_data","character varying"
"afecciones","agua_redcontrol_no3_aguasub_2023","geom","USER-DEFINED"
"afecciones","agua_redcontrol_no3_aguasup_2015","gid","integer"
"afecciones","agua_redcontrol_no3_aguasup_2015","id","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","objectid","integer"
"afecciones","agua_redcontrol_no3_aguasup_2015","pais","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","cod_estacion","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","tipo_estacion","integer"
"afecciones","agua_redcontrol_no3_aguasup_2015","nom_estacion","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","cod_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","nom_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","nom_entagua","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","altitud","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2015","cod_estacion_07","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","cod_estacion_dma","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","cod_estacion_wise","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","gdb_geomattr_data","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2015","geom","USER-DEFINED"
"afecciones","agua_redcontrol_no3_aguasup_2019","gid","integer"
"afecciones","agua_redcontrol_no3_aguasup_2019","id","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","objectid","integer"
"afecciones","agua_redcontrol_no3_aguasup_2019","country","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","stat_code","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","stat_type","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","removed","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","stat_name","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","cod_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","nom_masa","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","wat_ent_name","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","altitud","integer"
"afecciones","agua_redcontrol_no3_aguasup_2019","nat_stat_nd","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","eu_cd","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","waterbase","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","avg_ann_2016","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","avg_ann_2017","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","avg_ann_2018","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","avg_ann_2019","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","avg_wint","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","max_value","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","trend_value","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","trend_wint","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","avg_value","double precision"
"afecciones","agua_redcontrol_no3_aguasup_2019","troph_state","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","gdb_geomattr_data","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2019","geom","USER-DEFINED"
"afecciones","agua_redcontrol_no3_aguasup_2023","gid","integer"
"afecciones","agua_redcontrol_no3_aguasup_2023","id","character varying"
"afecciones","agua_redcontrol_no3_aguasup_2023","objectid","integer"
